sum_click,code_module,code_presentation,activity_type,id_student,date,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
20,AAA,2013J,forumng,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
23,AAA,2013J,homepage,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
23,AAA,2013J,homepage,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
52,AAA,2013J,oucontent,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
52,AAA,2013J,oucontent,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
2,AAA,2013J,resource,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
2,AAA,2013J,resource,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
7,AAA,2013J,subpage,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
7,AAA,2013J,subpage,335764,-10,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
1,AAA,2013J,homepage,336207,-10,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
2,AAA,2013J,homepage,342007,-10,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
2,AAA,2013J,homepage,342007,-10,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass
3,AAA,2013J,homepage,342514,-10,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
20,AAA,2013J,oucontent,342514,-10,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
7,AAA,2013J,resource,342514,-10,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
12,AAA,2013J,subpage,342514,-10,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
7,AAA,2013J,homepage,342972,-10,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass
10,AAA,2013J,oucontent,342972,-10,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass
7,AAA,2013J,subpage,342972,-10,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass
5,AAA,2013J,forumng,343446,-10,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
4,AAA,2013J,homepage,343446,-10,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
19,AAA,2013J,oucontent,343446,-10,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
9,AAA,2013J,resource,343446,-10,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
2,AAA,2013J,subpage,343446,-10,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
3,AAA,2013J,homepage,350188,-10,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
4,AAA,2013J,oucontent,350188,-10,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
2,AAA,2013J,subpage,350188,-10,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
14,AAA,2013J,homepage,365642,-10,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
29,AAA,2013J,oucontent,365642,-10,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
3,AAA,2013J,subpage,365642,-10,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
1,AAA,2013J,dataplus,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
2,AAA,2013J,glossary,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
5,AAA,2013J,homepage,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
8,AAA,2013J,oucontent,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
2,AAA,2013J,resource,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
6,AAA,2013J,subpage,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
1,AAA,2013J,url,368963,-10,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
14,AAA,2013J,forumng,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
1,AAA,2013J,glossary,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
23,AAA,2013J,homepage,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
100,AAA,2013J,oucontent,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
5,AAA,2013J,resource,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
18,AAA,2013J,subpage,376439,-10,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
3,AAA,2013J,homepage,380953,-10,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
6,AAA,2013J,oucontent,380953,-10,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2,AAA,2013J,subpage,380953,-10,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,homepage,386952,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
19,AAA,2013J,oucontent,386952,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
1,AAA,2013J,subpage,386952,-10,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
3,AAA,2013J,forumng,388722,-10,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
7,AAA,2013J,homepage,388722,-10,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
11,AAA,2013J,oucontent,388722,-10,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
1,AAA,2013J,subpage,388722,-10,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
4,AAA,2013J,homepage,388885,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
3,AAA,2013J,oucontent,388885,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
1,AAA,2013J,subpage,388885,-10,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
5,AAA,2013J,forumng,392931,-10,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
9,AAA,2013J,homepage,392931,-10,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
11,AAA,2013J,oucontent,392931,-10,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
4,AAA,2013J,resource,392931,-10,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
8,AAA,2013J,subpage,392931,-10,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
1,AAA,2013J,homepage,393207,-10,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
7,AAA,2013J,forumng,396872,-10,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass
5,AAA,2013J,homepage,396872,-10,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass
11,AAA,2013J,oucontent,396872,-10,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass
3,AAA,2013J,subpage,396872,-10,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass
5,AAA,2013J,forumng,401869,-10,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
7,AAA,2013J,homepage,401869,-10,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
13,AAA,2013J,oucontent,401869,-10,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
7,AAA,2013J,subpage,401869,-10,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,homepage,404804,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass
5,AAA,2013J,oucontent,404804,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass
2,AAA,2013J,resource,404804,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass
3,AAA,2013J,subpage,404804,-10,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass
23,AAA,2013J,homepage,405088,-10,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
22,AAA,2013J,oucontent,405088,-10,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
5,AAA,2013J,resource,405088,-10,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
5,AAA,2013J,subpage,405088,-10,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
4,AAA,2013J,homepage,414117,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
2,AAA,2013J,forumng,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
2,AAA,2013J,forumng,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
11,AAA,2013J,homepage,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
11,AAA,2013J,homepage,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
36,AAA,2013J,oucontent,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
36,AAA,2013J,oucontent,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
2,AAA,2013J,resource,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
2,AAA,2013J,resource,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
2,AAA,2013J,subpage,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
2,AAA,2013J,subpage,415969,-10,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
4,AAA,2013J,forumng,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
3,AAA,2013J,glossary,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
8,AAA,2013J,homepage,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
41,AAA,2013J,oucontent,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
2,AAA,2013J,resource,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
6,AAA,2013J,subpage,441018,-10,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
1,AAA,2013J,dataplus,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
2,AAA,2013J,forumng,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
7,AAA,2013J,homepage,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
4,AAA,2013J,oucontent,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
5,AAA,2013J,resource,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
4,AAA,2013J,subpage,442442,-10,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
4,AAA,2013J,forumng,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
4,AAA,2013J,forumng,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn
4,AAA,2013J,homepage,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
4,AAA,2013J,homepage,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn
12,AAA,2013J,oucontent,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
12,AAA,2013J,oucontent,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn
4,AAA,2013J,subpage,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
4,AAA,2013J,subpage,470588,-10,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn
3,AAA,2013J,forumng,489455,-10,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
18,AAA,2013J,homepage,489455,-10,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
47,AAA,2013J,oucontent,489455,-10,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
4,AAA,2013J,resource,489455,-10,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
14,AAA,2013J,subpage,489455,-10,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2,AAA,2013J,homepage,512460,-10,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass
1,AAA,2013J,oucontent,512460,-10,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass
22,AAA,2013J,forumng,544103,-10,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
22,AAA,2013J,homepage,544103,-10,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
51,AAA,2013J,oucontent,544103,-10,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
7,AAA,2013J,resource,544103,-10,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
17,AAA,2013J,subpage,544103,-10,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
3,AAA,2013J,homepage,550383,-10,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass
2,AAA,2013J,homepage,588775,-10,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
1,AAA,2013J,oucontent,588775,-10,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
7,AAA,2013J,homepage,603861,-10,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn
7,AAA,2013J,homepage,603861,-10,M,North Region,HE Qualification,,55<=,1,60,N,Withdrawn
28,AAA,2013J,oucontent,603861,-10,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn
28,AAA,2013J,oucontent,603861,-10,M,North Region,HE Qualification,,55<=,1,60,N,Withdrawn
1,AAA,2013J,subpage,603861,-10,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn
1,AAA,2013J,subpage,603861,-10,M,North Region,HE Qualification,,55<=,1,60,N,Withdrawn
4,AAA,2013J,homepage,704156,-10,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass
49,AAA,2013J,oucontent,704156,-10,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass
1,AAA,2013J,resource,704156,-10,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass
3,AAA,2013J,subpage,704156,-10,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass
9,AAA,2013J,dataplus,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
17,AAA,2013J,forumng,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
26,AAA,2013J,homepage,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
25,AAA,2013J,oucontent,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
7,AAA,2013J,resource,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
29,AAA,2013J,subpage,705379,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
17,AAA,2013J,forumng,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
17,AAA,2013J,forumng,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
11,AAA,2013J,homepage,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
11,AAA,2013J,homepage,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
33,AAA,2013J,oucontent,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
33,AAA,2013J,oucontent,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
4,AAA,2013J,resource,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
4,AAA,2013J,resource,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
5,AAA,2013J,subpage,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
5,AAA,2013J,subpage,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
1,AAA,2013J,url,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
1,AAA,2013J,url,721259,-10,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
12,AAA,2013J,forumng,749412,-10,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
18,AAA,2013J,homepage,749412,-10,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
48,AAA,2013J,oucontent,749412,-10,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
2,AAA,2013J,resource,749412,-10,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
14,AAA,2013J,subpage,749412,-10,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
1,AAA,2013J,dataplus,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
10,AAA,2013J,forumng,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
1,AAA,2013J,glossary,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
35,AAA,2013J,homepage,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
92,AAA,2013J,oucontent,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
3,AAA,2013J,resource,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
21,AAA,2013J,subpage,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
2,AAA,2013J,url,760729,-10,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
9,AAA,2013J,forumng,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
12,AAA,2013J,homepage,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
20,AAA,2013J,oucontent,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
6,AAA,2013J,resource,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
20,AAA,2013J,subpage,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1,AAA,2013J,url,949618,-10,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
4,AAA,2013J,homepage,958987,-10,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass
14,AAA,2013J,oucontent,958987,-10,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass
2,AAA,2013J,subpage,958987,-10,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass
10,AAA,2013J,homepage,968578,-10,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
22,AAA,2013J,oucontent,968578,-10,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
2,AAA,2013J,resource,968578,-10,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
9,AAA,2013J,subpage,968578,-10,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
6,AAA,2013J,forumng,971027,-10,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
3,AAA,2013J,homepage,971027,-10,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
1,AAA,2013J,oucontent,971027,-10,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
26,AAA,2013J,forumng,978739,-10,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
24,AAA,2013J,homepage,978739,-10,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
16,AAA,2013J,oucontent,978739,-10,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
4,AAA,2013J,resource,978739,-10,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
4,AAA,2013J,subpage,978739,-10,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2,AAA,2013J,forumng,1686521,-10,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
4,AAA,2013J,homepage,1686521,-10,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
1,AAA,2013J,oucontent,1686521,-10,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
2,AAA,2013J,forumng,1729319,-10,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
25,AAA,2013J,homepage,1729319,-10,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
23,AAA,2013J,oucontent,1729319,-10,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
13,AAA,2013J,resource,1729319,-10,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
10,AAA,2013J,subpage,1729319,-10,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
13,AAA,2013J,forumng,1758449,-10,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
15,AAA,2013J,homepage,1758449,-10,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
2,AAA,2013J,oucontent,1758449,-10,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
5,AAA,2013J,resource,1758449,-10,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
2,AAA,2013J,subpage,1758449,-10,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
6,AAA,2013J,forumng,1765788,-10,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass
12,AAA,2013J,homepage,1765788,-10,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass
18,AAA,2013J,oucontent,1765788,-10,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass
9,AAA,2013J,homepage,1801641,-10,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
6,AAA,2013J,oucontent,1801641,-10,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1,AAA,2013J,subpage,1801641,-10,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
7,AAA,2013J,forumng,1847830,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
12,AAA,2013J,homepage,1847830,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
1,AAA,2013J,resource,1847830,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
2,AAA,2013J,subpage,1847830,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
3,AAA,2013J,homepage,1860318,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass
1,AAA,2013J,subpage,1860318,-10,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass
7,AAA,2013J,forumng,1889511,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
5,AAA,2013J,homepage,1889511,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
6,AAA,2013J,oucontent,1889511,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1,AAA,2013J,resource,1889511,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
3,AAA,2013J,subpage,1889511,-10,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
28,AAA,2013J,homepage,1894188,-10,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
101,AAA,2013J,oucontent,1894188,-10,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,resource,1894188,-10,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
8,AAA,2013J,subpage,1894188,-10,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,url,1894188,-10,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
11,AAA,2013J,forumng,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
26,AAA,2013J,homepage,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
42,AAA,2013J,oucontent,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
6,AAA,2013J,resource,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
17,AAA,2013J,subpage,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
3,AAA,2013J,url,1938355,-10,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
1,AAA,2013J,dataplus,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
1,AAA,2013J,dataplus,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
59,AAA,2013J,forumng,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
59,AAA,2013J,forumng,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
51,AAA,2013J,homepage,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
51,AAA,2013J,homepage,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
13,AAA,2013J,oucontent,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
13,AAA,2013J,oucontent,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
6,AAA,2013J,resource,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
6,AAA,2013J,resource,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
5,AAA,2013J,subpage,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
5,AAA,2013J,subpage,1970390,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
4,AAA,2013J,homepage,1976139,-10,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass
27,AAA,2013J,oucontent,1976139,-10,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass
2,AAA,2013J,resource,1976139,-10,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass
7,AAA,2013J,subpage,1976139,-10,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass
5,AAA,2013J,homepage,2051699,-10,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
19,AAA,2013J,oucontent,2051699,-10,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
1,AAA,2013J,resource,2051699,-10,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
